Column_Data_00
    step        time[-]    v_max[-]  ItrD Divergence[max]  ItrP         r_x    deltaP_P        rmsP       avrP       rmsV     time[sec]
     915   2.859375e+00  7.2368e-01   500     1.06014e-01   499  1.1695e-07  2.4126e-07   5.004e-04  1.956e-04  1.566e+01  3.502859e-02
     916   2.862500e+00  7.2367e-01   500     1.06000e-01   499  1.1675e-07  2.4084e-07   4.991e-04  1.956e-04  1.566e+01  4.051652e-02
     917   2.865625e+00  7.2367e-01   500     1.05987e-01   499  1.1654e-07  2.4042e-07   4.979e-04  1.956e-04  1.566e+01  3.556327e-02
     918   2.868750e+00  7.2366e-01   500     1.05973e-01   499  1.1634e-07  2.3999e-07   4.966e-04  1.957e-04  1.566e+01  4.014188e-02
     919   2.871875e+00  7.2366e-01   500     1.05959e-01   499  1.1614e-07  2.3957e-07   4.953e-04  1.957e-04  1.567e+01  3.616685e-02
     920   2.875000e+00  7.2365e-01   500     1.05945e-01   499  1.1593e-07  2.3915e-07   4.940e-04  1.958e-04  1.567e+01  3.668025e-02
     921   2.878125e+00  7.2364e-01   500     1.05931e-01   499  1.1573e-07  2.3873e-07   4.927e-04  1.958e-04  1.567e+01  3.574016e-02
     922   2.881250e+00  7.2364e-01   500     1.05917e-01   499  1.1553e-07  2.3832e-07   4.915e-04  1.959e-04  1.567e+01  3.656496e-02
     923   2.884375e+00  7.2363e-01   500     1.05903e-01   499  1.1532e-07  2.3790e-07   4.902e-04  1.959e-04  1.567e+01  3.599528e-02
     924   2.887500e+00  7.2363e-01   500     1.05889e-01   499  1.1512e-07  2.3748e-07   4.889e-04  1.959e-04  1.568e+01  3.855990e-02
     925   2.890625e+00  7.2362e-01   500     1.05875e-01   499  1.1492e-07  2.3706e-07   4.877e-04  1.960e-04  1.568e+01  3.954352e-02
     926   2.893750e+00  7.2362e-01   500     1.05861e-01   499  1.1471e-07  2.3664e-07   4.864e-04  1.960e-04  1.568e+01  3.688715e-02
     927   2.896875e+00  7.2361e-01   500     1.05847e-01   499  1.1451e-07  2.3622e-07   4.852e-04  1.961e-04  1.568e+01  3.752925e-02
     928   2.900000e+00  7.2361e-01   500     1.05833e-01   499  1.1431e-07  2.3580e-07   4.839e-04  1.961e-04  1.568e+01  3.598018e-02
     929   2.903125e+00  7.2360e-01   500     1.05819e-01   499  1.1411e-07  2.3539e-07   4.827e-04  1.961e-04  1.568e+01  3.586004e-02
     930   2.906250e+00  7.2359e-01   500     1.05805e-01   499  1.1390e-07  2.3497e-07   4.814e-04  1.962e-04  1.569e+01  3.575808e-02
     931   2.909375e+00  7.2359e-01   500     1.05791e-01   499  1.1370e-07  2.3455e-07   4.802e-04  1.962e-04  1.569e+01  1.002437e-01
     932   2.912500e+00  7.2358e-01   500     1.05777e-01   499  1.1350e-07  2.3413e-07   4.789e-04  1.963e-04  1.569e+01  3.716778e-02
     933   2.915625e+00  7.2357e-01   500     1.05763e-01   499  1.1330e-07  2.3371e-07   4.777e-04  1.963e-04  1.569e+01  3.620170e-02
     934   2.918750e+00  7.2357e-01   500     1.05749e-01   499  1.1309e-07  2.3330e-07   4.765e-04  1.963e-04  1.569e+01  3.594238e-02
     935   2.921875e+00  7.2356e-01   500     1.05734e-01   499  1.1289e-07  2.3288e-07   4.752e-04  1.964e-04  1.570e+01  3.534243e-02
     936   2.925000e+00  7.2356e-01   500     1.05720e-01   499  1.1269e-07  2.3246e-07   4.740e-04  1.964e-04  1.570e+01  3.612965e-02
     937   2.928125e+00  7.2355e-01   500     1.05706e-01   499  1.1249e-07  2.3204e-07   4.728e-04  1.965e-04  1.570e+01  3.692280e-02
     938   2.931250e+00  7.2354e-01   500     1.05692e-01   499  1.1228e-07  2.3163e-07   4.715e-04  1.965e-04  1.570e+01  3.667159e-02
     939   2.934375e+00  7.2354e-01   500     1.05678e-01   499  1.1208e-07  2.3121e-07   4.703e-04  1.965e-04  1.570e+01  3.741853e-02
     940   2.937500e+00  7.2353e-01   500     1.05664e-01   499  1.1188e-07  2.3079e-07   4.691e-04  1.966e-04  1.571e+01  3.615107e-02
     941   2.940625e+00  7.2352e-01   500     1.05649e-01   499  1.1168e-07  2.3037e-07   4.679e-04  1.966e-04  1.571e+01  4.190457e-02
     942   2.943750e+00  7.2351e-01   500     1.05635e-01   499  1.1147e-07  2.2995e-07   4.667e-04  1.967e-04  1.571e+01  3.608088e-02
     943   2.946875e+00  7.2351e-01   500     1.05621e-01   499  1.1127e-07  2.2954e-07   4.655e-04  1.967e-04  1.571e+01  3.629515e-02
     944   2.950000e+00  7.2350e-01   500     1.05607e-01   499  1.1107e-07  2.2912e-07   4.643e-04  1.967e-04  1.571e+01  3.637214e-02
     945   2.953125e+00  7.2349e-01   500     1.05593e-01   499  1.1087e-07  2.2870e-07   4.631e-04  1.968e-04  1.571e+01  3.730403e-02
     946   2.956250e+00  7.2349e-01   500     1.05578e-01   499  1.1066e-07  2.2828e-07   4.619e-04  1.968e-04  1.572e+01  3.683779e-02
     947   2.959375e+00  7.2348e-01   500     1.05564e-01   499  1.1046e-07  2.2786e-07   4.607e-04  1.968e-04  1.572e+01  3.644830e-02
     948   2.962500e+00  7.2347e-01   500     1.05550e-01   499  1.1026e-07  2.2745e-07   4.595e-04  1.969e-04  1.572e+01  3.644693e-02
     949   2.965625e+00  7.2346e-01   500     1.05536e-01   499  1.1005e-07  2.2703e-07   4.583e-04  1.969e-04  1.572e+01  4.208867e-02
     950   2.968750e+00  7.2346e-01   500     1.05522e-01   499  1.0985e-07  2.2661e-07   4.571e-04  1.970e-04  1.572e+01  3.374843e-02
     951   2.971875e+00  7.2345e-01   500     1.05508e-01   499  1.0965e-07  2.2619e-07   4.559e-04  1.970e-04  1.573e+01  3.621610e-02
     952   2.975000e+00  7.2344e-01   500     1.05493e-01   499  1.0944e-07  2.2577e-07   4.547e-04  1.970e-04  1.573e+01  3.492828e-02
     953   2.978125e+00  7.2343e-01   500     1.05479e-01   499  1.0924e-07  2.2535e-07   4.535e-04  1.971e-04  1.573e+01  3.637787e-02
     954   2.981250e+00  7.2343e-01   500     1.05465e-01   499  1.0904e-07  2.2493e-07   4.524e-04  1.971e-04  1.573e+01  2.993438e-02
     955   2.984375e+00  7.2342e-01   500     1.05451e-01   499  1.0883e-07  2.2451e-07   4.512e-04  1.971e-04  1.573e+01  3.604595e-02
     956   2.987500e+00  7.2341e-01   500     1.05437e-01   499  1.0863e-07  2.2409e-07   4.500e-04  1.972e-04  1.573e+01  3.587733e-02
     957   2.990625e+00  7.2340e-01   500     1.05422e-01   499  1.0843e-07  2.2367e-07   4.488e-04  1.972e-04  1.574e+01  2.925620e-02
     958   2.993750e+00  7.2340e-01   500     1.05408e-01   499  1.0822e-07  2.2325e-07   4.477e-04  1.972e-04  1.574e+01  5.080256e-02
     959   2.996875e+00  7.2339e-01   500     1.05394e-01   499  1.0802e-07  2.2283e-07   4.465e-04  1.973e-04  1.574e+01  3.023104e-02
     960   3.000000e+00  7.2338e-01   500     1.05380e-01   499  1.0781e-07  2.2241e-07   4.453e-04  1.973e-04  1.574e+01  3.590512e-02
     961   3.003125e+00  7.2337e-01   500     1.05366e-01   499  1.0761e-07  2.2198e-07   4.442e-04  1.973e-04  1.574e+01  3.697803e-02
     962   3.006250e+00  7.2336e-01   500     1.05352e-01   499  1.0741e-07  2.2156e-07   4.430e-04  1.974e-04  1.574e+01  3.623500e-02
     963   3.009375e+00  7.2336e-01   500     1.05338e-01   499  1.0720e-07  2.2114e-07   4.418e-04  1.974e-04  1.575e+01  3.629524e-02
     964   3.012500e+00  7.2335e-01   500     1.05324e-01   499  1.0700e-07  2.2072e-07   4.407e-04  1.975e-04  1.575e+01  3.617011e-02
     965   3.015625e+00  7.2334e-01   500     1.05309e-01   499  1.0679e-07  2.2029e-07   4.395e-04  1.975e-04  1.575e+01  3.917044e-02
     966   3.018750e+00  7.2333e-01   500     1.05295e-01   499  1.0659e-07  2.1987e-07   4.384e-04  1.975e-04  1.575e+01  4.200536e-02
     967   3.021875e+00  7.2332e-01   500     1.05281e-01   499  1.0638e-07  2.1945e-07   4.372e-04  1.976e-04  1.575e+01  3.700777e-02
     968   3.025000e+00  7.2331e-01   500     1.05267e-01   499  1.0617e-07  2.1902e-07   4.361e-04  1.976e-04  1.576e+01  3.600793e-02
     969   3.028125e+00  7.2331e-01   500     1.05253e-01   499  1.0597e-07  2.1860e-07   4.349e-04  1.976e-04  1.576e+01  4.591995e-02
     970   3.031250e+00  7.2330e-01   500     1.05239e-01   499  1.0576e-07  2.1817e-07   4.338e-04  1.977e-04  1.576e+01  3.752914e-02
     971   3.034375e+00  7.2329e-01   500     1.05225e-01   499  1.0556e-07  2.1775e-07   4.326e-04  1.977e-04  1.576e+01  3.614825e-02
     972   3.037500e+00  7.2328e-01   500     1.05211e-01   499  1.0535e-07  2.1732e-07   4.315e-04  1.977e-04  1.576e+01  3.930947e-02
     973   3.040625e+00  7.2327e-01   500     1.05197e-01   499  1.0514e-07  2.1689e-07   4.304e-04  1.978e-04  1.576e+01  3.611177e-02
     974   3.043750e+00  7.2326e-01   500     1.05183e-01   499  1.0494e-07  2.1647e-07   4.292e-04  1.978e-04  1.577e+01  3.600477e-02
     975   3.046875e+00  7.2326e-01   500     1.05169e-01   499  1.0473e-07  2.1604e-07   4.281e-04  1.978e-04  1.577e+01  3.652360e-02
     976   3.050000e+00  7.2325e-01   500     1.05155e-01   499  1.0452e-07  2.1561e-07   4.269e-04  1.979e-04  1.577e+01  3.760334e-02
     977   3.053125e+00  7.2324e-01   500     1.05141e-01   499  1.0431e-07  2.1518e-07   4.258e-04  1.979e-04  1.577e+01  4.127052e-02
     978   3.056250e+00  7.2323e-01   500     1.05127e-01   499  1.0411e-07  2.1475e-07   4.247e-04  1.979e-04  1.577e+01  3.642817e-02
     979   3.059375e+00  7.2322e-01   500     1.05113e-01   499  1.0390e-07  2.1433e-07   4.236e-04  1.980e-04  1.577e+01  3.750854e-02
     980   3.062500e+00  7.2321e-01   500     1.05099e-01   499  1.0369e-07  2.1390e-07   4.224e-04  1.980e-04  1.578e+01  3.665810e-02
     981   3.065625e+00  7.2320e-01   500     1.05086e-01   499  1.0348e-07  2.1347e-07   4.213e-04  1.980e-04  1.578e+01  3.676486e-02
     982   3.068750e+00  7.2319e-01   500     1.05072e-01   499  1.0327e-07  2.1304e-07   4.202e-04  1.980e-04  1.578e+01  3.645859e-02
     983   3.071875e+00  7.2319e-01   500     1.05058e-01   499  1.0306e-07  2.1260e-07   4.191e-04  1.981e-04  1.578e+01  3.767252e-02
     984   3.075000e+00  7.2318e-01   500     1.05044e-01   499  1.0285e-07  2.1217e-07   4.179e-04  1.981e-04  1.578e+01  3.638239e-02
     985   3.078125e+00  7.2317e-01   500     1.05030e-01   499  1.0264e-07  2.1174e-07   4.168e-04  1.981e-04  1.578e+01  6.086678e-02
     986   3.081250e+00  7.2316e-01   500     1.05016e-01   499  1.0243e-07  2.1131e-07   4.157e-04  1.982e-04  1.579e+01  3.943937e-02
     987   3.084375e+00  7.2315e-01   500     1.05003e-01   499  1.0222e-07  2.1087e-07   4.146e-04  1.982e-04  1.579e+01  3.573369e-02
     988   3.087500e+00  7.2314e-01   500     1.04989e-01   499  1.0201e-07  2.1044e-07   4.135e-04  1.982e-04  1.579e+01  3.595520e-02
     989   3.090625e+00  7.2313e-01   500     1.04975e-01   499  1.0180e-07  2.1001e-07   4.124e-04  1.983e-04  1.579e+01  3.552336e-02
     990   3.093750e+00  7.2312e-01   500     1.04962e-01   499  1.0159e-07  2.0957e-07   4.113e-04  1.983e-04  1.579e+01  3.668191e-02
     991   3.096875e+00  7.2311e-01   500     1.04948e-01   499  1.0138e-07  2.0914e-07   4.102e-04  1.983e-04  1.579e+01  3.820110e-02
     992   3.100000e+00  7.2310e-01   500     1.04934e-01   499  1.0117e-07  2.0870e-07   4.091e-04  1.984e-04  1.580e+01  4.057438e-02
     993   3.103125e+00  7.2310e-01   500     1.04921e-01   499  1.0096e-07  2.0826e-07   4.080e-04  1.984e-04  1.580e+01  3.674807e-02
     994   3.106250e+00  7.2309e-01   500     1.04907e-01   499  1.0075e-07  2.0783e-07   4.069e-04  1.984e-04  1.580e+01  3.615632e-02
     995   3.109375e+00  7.2308e-01   500     1.04893e-01   499  1.0053e-07  2.0739e-07   4.058e-04  1.984e-04  1.580e+01  3.595753e-02
     996   3.112500e+00  7.2307e-01   500     1.04880e-01   499  1.0032e-07  2.0695e-07   4.047e-04  1.985e-04  1.580e+01  3.753141e-02
     997   3.115625e+00  7.2306e-01   500     1.04866e-01   499  1.0011e-07  2.0651e-07   4.036e-04  1.985e-04  1.580e+01  3.627306e-02
     998   3.118750e+00  7.2305e-01   500     1.04853e-01   499  9.9896e-08  2.0607e-07   4.025e-04  1.985e-04  1.581e+01  9.680874e-02
     999   3.121875e+00  7.2304e-01   500     1.04839e-01   499  9.9683e-08  2.0563e-07   4.014e-04  1.986e-04  1.581e+01  3.693450e-02
    1000   3.125000e+00  7.2303e-01   500     1.04826e-01   499  9.9469e-08  2.0519e-07   4.003e-04  1.986e-04  1.581e+01  6.178415e-02
